title_year,genres,color,duration,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,movie_facebook_likes,num_critic_for_reviews,num_voted_users,facenumber_in_poster,num_user_for_reviews,language,gross,budget,imdb_score,aspect_ratio
,Drama|Mystery|Thriller,Color,60,,629,512,398,2758,915,4,7945,2,22,English,,,7.5,16
1999,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,Color,90,663,14000,631,521,16358,0,162,128455,1,514,English,23159305,70000000,8,2.35
2004,Adventure|Comedy|Drama,Color,119,0,13000,1000,639,15757,0,259,139535,8,632,English,24006726,50000000,7.3,2.35
2016,Action|Biography|Drama|History|War,Color,139,378,11000,552,303,12786,10000,79,3077,1,47,English,20389967,50000000,6.7,1.85
2003,Crime|Drama|Thriller,Color,130,317,18000,14000,256,32637,0,141,88270,0,420,English,19593740,50000000,7.5,2.35
2005,Action|Comedy,Color,100,65,1000,923,730,6171,779,59,19829,5,94,English,19118247,40000000,5.4,2.35
2015,Action|Crime|Drama|Thriller,Color,114,174,14000,988,655,16992,15000,236,76010,2,205,English,26442251,50000000,6.6,2.35
2007,Crime|Mystery|Thriller,Color,96,0,10000,6000,509,17211,0,356,189249,1,398,English,17114882,25000000,7.7,1.85
2005,Action|Adventure|Crime|Thriller,Color,110,134,23000,1000,795,25049,0,120,63599,3,208,English,18472363,50000000,5.8,2.35
1999,Adventure|Biography|Drama|History|War,Color,158,0,51,40,15,144,0,111,55889,0,390,English,14131298,390000000,6.4,2.35
2011,Adventure|Comedy|Fantasy,Color,102,234,20000,11000,11000,45202,18000,208,85237,3,274,English,21557240,49900000,5.6,2.35
2011,Drama|Mystery|Thriller,Color,84,260,6000,694,692,8018,0,174,46239,0,137,English,21283440,55000000,6,2.35
1997,Crime|Drama|Thriller,Color,115,333,972,713,317,2606,697,59,16562,2,73,English,10556196,50000000,6.2,2.35
1994,Adventure|Comedy|Crime|Drama|Family,Color,99,32,1000,619,479,2949,0,22,33186,1,78,English,16671505,50000000,5.9,1.85
1995,Drama|Romance,Color,135,596,10000,3000,2000,15820,943,34,12037,1,90,English,10400000,50000000,5.1,2.35
2010,Biography|Drama|Thriller,Color,108,218,6000,3000,405,10191,9000,214,38513,2,127,English,9528092,22000000,6.8,2.35
,Action|Drama|Sci-Fi,Color,43,,3000,845,600,5381,0,28,33535,3,149,English,,,7,1.78
2005,Action|Biography|Crime|Drama|Thriller,Color,127,12000,984,940,897,5702,0,186,58015,0,374,English,10137232,50000000,6,2.35
1995,Crime|Drama|Thriller,Color,107,607,2000,979,602,5461,422,50,9227,0,70,English,9795017,50000000,5.1,1.85
2009,Action|Sci-Fi|Thriller,Color,95,83,18000,8000,1000,29926,0,180,113483,1,245,English,20488579,50000000,5.8,1.85
2013,Drama|Fantasy|Romance,Color,124,98,1000,852,592,3580,14000,231,67796,7,258,English,19445217,60000000,6.2,2.35
2002,Comedy|Crime|Drama|Thriller,Color,109,0,49000,811,809,52885,0,105,34730,2,341,English,8355815,55000000,6.4,1.85
2016,Comedy,Color,102,0,14000,8000,1000,24107,28000,226,34964,4,150,English,28837115,50000000,4.8,2.35
2004,Comedy|Crime,Color,88,5,11000,387,338,11972,288,75,15880,5,93,English,6471394,50000000,4.9,2.35
2000,Comedy|Sci-Fi,Color,87,0,2000,602,591,3954,255,82,8070,0,91,English,6291602,50000000,5.6,1.85
2011,Action|Fantasy|Thriller,Color,104,71,12000,2000,982,16481,15000,296,81800,1,211,English,10706786,50000000,5.5,1.85
2009,Action|Crime|Drama|Mystery|Thriller,Color,96,43,841,342,77,1385,0,103,19824,2,179,English,8742261,18000000,3.7,2.35
2001,Action|Sci-Fi|Thriller,Color,85,70,26000,5000,848,32831,0,98,77684,1,294,English,43905746,49000000,5.9,2.35
,Drama|Romance|Sci-Fi,Color,64,,1000,531,184,1863,31000,30,50391,8,148,English,,,8.5,16
1990,Action|Adventure|Comedy|Crime|Music|Mystery,Color,104,212,879,560,380,2795,2000,48,14429,5,113,English,21413502,40000000,6.3,2.35
2009,Comedy|Drama|Music,Color,135,628,22000,882,830,24316,21000,195,90932,2,209,English,7994115,,7.4,2.35
2000,Crime|Drama|Thriller,Color,190,0,599,399,215,1418,0,223,170684,0,867,English,124107476,48000000,7.6,1.85
1989,Action|Adventure|Fantasy,Color,127,14000,11000,844,440,12884,0,149,515306,5,477,English,197171806,48000000,8.3,2.35
2012,Drama|Romance,Color,129,456,2000,35,0,2035,36000,324,70886,1,226,English,12802907,,6.6,2.35
2015,Action|Crime|Drama|Sci-Fi|Thriller,Color,120,662,20000,2000,502,23051,67000,371,172965,0,627,English,31569268,49000000,6.9,2.35
1999,Crime|Drama|Mystery|Thriller,Color,118,176,18000,11000,308,29748,0,75,120202,2,397,English,66488090,48000000,6.7,2.35
2002,Crime|Drama|Thriller,Color,112,21000,17000,324,237,18141,0,233,206104,0,850,English,95308367,48000000,6.8,2.35
2006,Horror|Thriller,Color,89,42,598,555,235,2353,352,32,1263,0,32,English,,1500000,4.6,1.78
1999,Action|Adventure|Comedy|Drama|War,Color,114,737,2000,490,393,3743,3000,150,137854,1,560,English,60652036,48000000,7.1,2.35
2015,Crime|Drama|Thriller,Color,137,79,27000,254,194,27666,18000,172,40568,3,185,English,1206135,50000000,6.4,2.35
2001,Adventure|Comedy,Color,112,109,779,629,261,1823,0,103,93367,8,497,English,56607223,48000000,6.4,2.35
2001,Drama|Mystery|Sci-Fi,Color,120,34,18000,12000,1000,33615,0,140,148490,1,537,English,50173190,48000000,7.4,2.35
2001,Comedy|Fantasy|Romance,Color,123,446,20000,1000,821,22209,0,125,64595,1,316,English,47095453,48000000,6.4,1.85
2000,Comedy|Fantasy|Romance,Color,93,11000,3000,575,484,5390,0,125,81888,2,254,English,37879996,48000000,6,2.35
1984,Crime|Drama|Music,Color,123,0,12000,5000,886,18793,828,36,12771,1,84,English,25900000,58000000,6.5,1.85
2007,Adventure|Crime|Drama|Western,Color,122,446,23000,8000,600,33548,0,295,237872,1,560,English,53574088,55000000,7.8,2.35
2014,Action|Thriller,Color,115,118,14000,794,482,16967,38000,222,133436,0,323,English,89253340,48000000,6,2.35
1998,Crime|Drama|Romance|Thriller,Color,123,0,3000,745,23,3768,0,158,71708,1,307,English,37339525,48000000,7,1.85
1996,Comedy|Drama|Thriller,Color,96,0,2000,1000,302,3718,0,72,122347,1,345,English,60154431,47000000,6,2.35
1998,Drama|Romance|War,Color,110,375,113,102,59,371,522,34,5639,0,55,Hindi,528972,,7.8,
1990,Action|Comedy|Crime|Music|Romance|Thriller,Color,105,631,678,631,327,2096,2000,72,47819,1,164,English,103738726,100000000,6.1,1.85
1999,Crime|Romance|Thriller,Color,113,323,1000,977,835,4660,0,152,73068,0,419,English,69304264,48000000,6.8,2.35
2001,Biography|Comedy|Drama,Color,132,545,919,811,807,4796,0,89,22447,1,210,English,29781453,48000000,6.4,1.85
1982,Action|Adventure|Drama,Color,93,270,13000,954,535,15192,0,145,172489,1,376,English,,14000000,7.7,2.35
1972,Drama|Mystery|Sci-Fi, Black and White,115,0,29,29,12,95,0,144,54057,0,236,Russian,,1000000,8.1,2.35
2006,Adventure|Animation|Comedy|Family|Fantasy,Color,75,0,4000,769,677,6863,261,93,8693,3,71,English,15519841,47000000,4.5,1.85
1996,Drama|Horror|Romance|Thriller,Color,108,350,8000,115,77,8349,616,46,11913,1,97,English,5600000,47000000,5.8,1.85
1997,Comedy|Romance,Color,105,29,8000,1000,692,12344,0,84,98199,1,169,English,126805112,46000000,6.3,2.35
2001,Comedy|Romance,Color,102,148,8000,973,135,9176,881,142,47573,4,343,English,93607673,48000000,5.7,2.35
2002,Drama|Mystery|Thriller,Color,118,22000,14000,509,319,15658,0,185,218771,0,651,English,67263182,46000000,7.2,2.35
1996,Action|Adventure|Drama|Sci-Fi|Thriller,Color,111,906,1000,1000,906,6315,3000,143,97838,2,286,English,92001027,45000000,7.6,2.35
2010,Action|Drama|Fantasy|Thriller|Western,Color,81,39,13000,541,364,14619,0,178,45729,1,176,English,10539414,47000000,4.7,2.35
1996,Action|Drama|Mystery|Thriller|War,Color,116,380,18000,13000,826,33233,975,65,40126,1,107,English,58918501,46000000,6.6,1.85
1997,Comedy|Fantasy|Romance,Color,86,293,509,418,255,2070,0,73,220392,1,243,English,181395380,45000000,6.8,1.85
2016,Biography|Crime|Drama|Thriller,Color,127,65,788,423,345,2104,0,72,2581,1,29,English,14946229,25000000,7.3,2.35
1981,Drama|History|War,Color,140,92,1000,623,522,2704,115,10,491,1,16,English,,48000000,2.7,2.35
1994,Comedy|Family|Fantasy,Color,91,32,924,664,628,3244,0,35,60884,2,85,English,130512915,45000000,4.8,1.33
2012,Action|Crime|Thriller,Color,98,118,14000,935,558,16410,63000,358,238671,0,461,English,139852971,45000000,6.3,2.35
2003,Comedy,Color,84,119,807,780,750,3629,0,151,111526,7,347,English,110000082,48000000,5.5,1.85
2000,Action|Comedy|Crime|Romance,Color,109,80,545,337,213,1574,0,140,137377,1,370,English,106807667,45000000,6.2,1.85
2008,Action|Adventure|Family|Fantasy|Sci-Fi,Color,93,40,14000,3000,311,17925,0,201,85323,0,212,English,101702060,45000000,5.8,1.85
2004,Comedy|Family|Romance,Color,113,0,11000,1000,995,15362,1000,77,53687,2,152,English,95149435,40000000,5.7,1.85
1993,Crime|Drama|Mystery|Thriller,Color,141,79,18000,8000,956,30063,0,43,59569,0,89,English,100768056,45000000,6.5,2.35
1994,Crime|Drama|Mystery|Thriller,Color,119,541,821,577,551,4043,1000,39,45798,3,94,English,92115211,45000000,6.7,2.35
2007,Adventure|Comedy|Drama,Color,97,0,11000,2000,760,14868,22000,207,184795,1,310,English,93452056,45000000,7.4,1.85
1992,Action|Thriller,Color,117,176,11000,530,308,12757,0,47,81442,1,137,English,83287363,45000000,6.9,2.35
2005,Comedy|Romance,Color,101,126,3000,949,586,6292,0,132,43358,0,228,English,82931301,60000000,5.5,2.35
2013,Crime|Drama|Mystery|Thriller,Color,153,777,20000,15000,1000,37321,86000,454,383591,2,620,English,60962878,46000000,8.1,1.85
2001,Crime|Drama|Thriller,Color,122,845,18000,881,854,22370,0,109,305929,2,633,English,76261036,45000000,7.7,2.35
1999,Adventure|Comedy|Sci-Fi,Color,102,23,25000,724,436,26998,19000,213,123558,3,609,English,71423726,45000000,7.3,2.35
2001,Comedy,Color,83,322,1000,422,179,1645,0,127,119590,7,548,English,71277420,45000000,5.2,1.85
2011,Adventure|Comedy|Family|Musical,Color,103,33,970,91,84,1336,26000,398,75176,3,252,English,88625922,45000000,7.1,1.85
1998,Action|Horror,Color,110,45,886,650,595,3174,0,184,191437,1,582,English,70001065,45000000,7.1,2.35
2005,Drama|Sport,Color,136,49,17000,807,730,20299,0,127,92702,0,209,English,67253092,30000000,7.2,2.35
2002,Drama|Thriller,Color,91,50,521,108,67,758,0,167,57281,0,350,English,66790248,45000000,6.5,2.35
1997,Action|Adventure|Horror|Thriller,Color,89,49,2000,902,514,3717,0,119,73539,0,271,English,65557989,45000000,4.6,2.35
2000,Comedy|Drama|Music|Romance,Color,107,18,811,625,560,3106,0,155,90539,5,379,English,60786269,45000000,5.6,2.35
2003,Comedy|Drama|Romance,Color,129,628,14000,14000,548,28886,52000,218,318634,9,1004,English,59365105,45000000,7.7,2.35
1998,Adventure|Animation|Comedy|Family|Fantasy,Color,95,487,18000,1000,1000,24205,0,117,211226,0,317,English,162792677,120000000,7.2,2.35
2001,Horror|Mystery|Thriller,Color,122,117,40000,1000,140,41636,0,208,124765,1,541,English,31598308,35000000,6.8,2.35
1994,Action|Crime|Drama|Romance|Thriller,Color,110,49,13000,279,20,13331,0,38,50148,2,116,English,57362581,45000000,5.4,1.85
1996,Comedy|Drama|Romance|Sport,Color,135,41,982,843,808,3648,1000,48,37911,0,73,English,53854588,45000000,6.3,2.35
1968,Comedy|Family,Color,111,5,6000,584,559,7493,0,8,5888,0,61,English,,2500000,7.2,1.85
2005,Comedy|Family|Romance|Sport,Color,95,58,14000,8000,3000,27351,743,94,30255,1,118,English,52580895,45000000,5.6,2.35
2005,Adventure|Comedy|Sci-Fi,Color,109,37,11000,2000,651,14073,10000,276,155745,0,1053,English,51019112,50000000,6.8,2.35
2004,Comedy|Family|Fantasy|Romance,Color,93,38,1000,641,631,4604,531,59,9380,1,91,English,48114556,26000000,4.3,2.35
2007,Action|Horror|Sci-Fi|Thriller,Color,94,85,14000,706,443,16225,0,216,149549,1,348,English,50648679,45000000,6.3,2.35
2014,Comedy|Romance,Color,117,153,35000,11000,734,49743,12000,173,87165,0,184,English,46280507,40000000,6.5,1.85
2006,Adventure|Comedy|Drama,Color,112,61,1000,976,501,3757,0,99,21215,1,116,English,38360195,45000000,6.4,2.35
1994,Action|Adventure|Crime|Thriller,Color,111,161,11000,894,132,12161,0,42,32544,1,69,English,46815748,45000000,6.3,2.35
1995,Drama|Family|Fantasy,Color,96,0,1000,845,563,2965,0,25,20688,1,47,English,35617599,45000000,5.9,1.85
2012,Crime|Drama|Thriller, Black and White,141,0,749,463,404,1948,28000,339,104301,4,269,English,47307550,45000000,6.5,2.35
2004,Action|Crime|Thriller,Color,94,160,550,216,167,1102,2000,127,79141,1,355,English,32003620,25000000,6.5,2.35
2003,Action|Adventure|Comedy,Color,87,29,427,304,252,1461,2000,122,114692,1,285,English,27972410,35000000,6.1,1.85
2006,Adventure|Animation|Comedy|Family|Fantasy,Color,88,8,12000,11000,8000,33822,593,105,30055,1,70,English,28133159,50000000,5.9,1.85
1984,Action|Adventure|Sci-Fi,Color,177,0,913,362,202,2449,11000,144,97087,3,569,English,27400000,40000000,6.6,2.35
2007,Drama|Fantasy|Musical|Romance,Color,133,278,5000,117,107,5405,14000,156,91860,0,524,English,24343673,45000000,7.4,2.35
2008,Drama|Romance,Color,119,0,29000,14000,10000,53895,0,323,152591,0,414,English,22877808,35000000,7.3,2.35
2006,Action|Crime|Drama|Thriller,Color,102,503,13000,929,795,15053,0,199,112769,2,305,English,36883539,52000000,6.6,2.35
2008,Action|Adventure|Sci-Fi|Thriller,Color,101,326,14000,844,510,15990,0,164,81523,0,214,English,22531698,70000000,5.6,2.35
1996,Action|Comedy|Crime|Drama|Thriller,Color,91,29,2000,461,322,3855,451,39,15455,1,80,English,20400913,45000000,5.3,1.85
1996,Comedy|Romance|Sci-Fi,Color,117,11000,905,484,451,2348,0,43,24757,0,81,English,20101861,45000000,6,2.35
2009,Adventure|Comedy|Family|Fantasy|Sci-Fi,Color,86,13,1000,701,553,3423,916,82,16580,3,55,English,25200412,45000000,5.4,1.85
2001,Crime|Drama|Mystery|Thriller,Color,124,0,723,44,19,793,0,150,42621,0,531,English,19719930,45000000,6.8,2.35
2005,Comedy|Musical,Color,134,38,11000,8000,2000,24351,0,168,35140,3,409,English,19377727,45000000,6.4,2.35
2012,Action|Sci-Fi,Color,95,38,409,107,20,578,46000,432,203461,0,588,English,13401683,35000000,7.1,2.35
1996,Action|Adventure|Comedy|Fantasy,Color,100,23,1000,642,579,3855,0,60,27648,0,148,English,17300889,45000000,4.9,2.35
2000,Drama|Romance|Western,Color,220,0,13000,861,820,15006,652,85,11388,2,183,English,15527125,57000000,5.8,2.35
1995,Biography|Drama|History, Black and White,212,0,12000,5000,805,21130,915,83,23996,0,161,English,13560960,50000000,7.1,2.35
2010,Mystery|Thriller,Color,128,2000,854,766,501,2507,15000,343,132423,2,349,English,15523168,45000000,7.2,2.35
1998,Action|Adventure|Horror|Sci-Fi,Color,106,208,3000,1000,855,6558,0,106,26551,0,273,English,11146409,45000000,6,2.35
2008,Action|Crime|Drama|Thriller|War,Color,160,0,23000,1000,826,26982,0,158,15697,0,182,English,7916887,45000000,6,2.35
2006,Drama|Romance,Color,114,611,879,52,10,949,0,189,36455,2,229,Mandarin,6565495,45000000,7,2.35
2008,Action|Crime|Thriller,Color,99,15,12000,68,61,12166,0,125,48245,1,154,English,15279680,40000000,5.4,1.85
2002,Comedy|Crime|Thriller,Color,74,188,11000,1000,865,13917,892,87,17307,2,186,English,7262288,40000000,6.5,1.85
2007,Drama|Romance,Color,139,179,267,202,50,538,0,115,19114,0,115,English,4584886,45000000,6.4,2.35
,Drama|Fantasy|Horror|Mystery,Color,52,,164,116,114,654,17000,23,15762,9,47,French,,,8.3,16
1997,Action|Thriller,Color,103,170,849,623,269,2457,68,24,3803,2,41,English,2154540,45000000,4.9,2.35
2011,Action|Adventure|Comedy|Crime,Color,101,32,219,141,104,661,17000,152,89568,1,142,English,8129455,45000000,6.3,2.35
2012,Action|Animation|Comedy|Family|Fantasy,Color,91,11,719,611,500,3090,0,12,4377,0,66,English,,65000000,1.7,
2012,Biography|Drama|History|Thriller,Color,130,0,1000,660,650,3133,89000,656,452465,1,695,English,136019448,44500000,7.7,2.35
1993,Action|Adventure|Crime|Drama|Mystery|Thriller,Color,130,99,11000,1000,812,13357,0,119,213668,1,270,English,183875760,44000000,7.8,1.85
2010,Action|Comedy|Romance,Color,110,72,18000,1000,789,21554,0,161,96565,1,135,English,67061228,40000000,5.5,2.35
1996,Crime|Drama|Thriller, Black and White,147,272,22000,11000,893,37076,0,73,154487,3,259,English,53300852,44000000,7.5,2.35
1985,Action|Adventure|Thriller|War,Color,96,170,13000,738,668,15662,0,96,117606,0,217,English,150415432,44000000,6.4,2.35
1996,Drama|Thriller,Color,118,13,23000,2000,643,26907,353,28,13995,1,62,English,44834712,44000000,5.6,2.35
1940,Animation|Family|Fantasy|Musical,Color,88,3,1000,48,40,1178,0,105,90360,0,147,English,84300000,2600000,7.5,1.37
1980,Adventure|Drama|Western,Color,325,517,12000,849,678,14255,1000,102,9830,0,189,English,1500000,44000000,6.8,2.35
2006,Action|Adventure|Fantasy|Sci-Fi|Thriller,Color,102,235,956,845,520,2998,0,206,156225,1,502,English,62318875,50000000,6.8,2.35
2015,Drama|Horror|Sci-Fi|Thriller,Color,110,118,11000,1000,287,12876,11000,159,28618,2,91,English,5773519,40000000,6,2.35
2000,Drama,Color,136,835,670,370,225,1801,0,137,73006,1,297,English,51768623,43000000,7.3,2.35
2000,Comedy|Drama,Color,103,84,12000,10000,664,23864,0,116,34597,1,194,English,37035515,43000000,6,1.37
2005,Action|Crime|Drama|Thriller,Color,103,255,11000,5000,5000,22383,0,177,85198,1,303,English,24520892,45000000,7,2.35
2002,Comedy|Romance,Color,90,16,44,28,16,132,0,99,46158,3,403,English,24430272,43000000,5.1,1.85
1993,Drama|Mystery|Thriller,Color,154,521,10000,1000,957,14244,0,56,88844,0,142,English,158348400,42000000,6.8,1.85
2010,Drama|Fantasy|Romance,Color,99,23,405,268,135,1066,0,117,47364,1,75,English,31136950,44000000,6.5,2.35
2011,Action|Crime|Thriller,Color,93,165,26000,956,350,27834,16000,252,117999,0,181,English,29113588,40000000,6.6,2.35
2012,Action|Comedy|Crime,Color,109,97,17000,971,839,19968,39000,375,408302,2,345,English,138447667,42000000,7.2,2.35
1999,Comedy|Drama|Romance,Color,124,50,8000,437,427,9255,11000,150,203269,1,602,English,116006080,42000000,7,2.35
2000,Adventure|Animation|Comedy|Drama|Family,Color,84,91,579,530,206,1817,0,187,140499,0,358,English,106793915,45000000,7,1.85
2004,Comedy|Romance,Color,90,29,22000,923,650,24534,0,108,106909,1,268,English,87856565,42000000,5.9,1.85
1992,Comedy|Drama|Romance,Color,117,71,723,558,547,3841,0,21,20183,1,41,English,70100000,40000000,5.4,1.85
2013,Action|Comedy|Crime,Color,123,176,975,815,749,4825,24000,270,133177,7,380,English,159578352,43000000,6.6,2.35
1963,Biography|Drama|History|Romance,Color,251,311,940,726,595,2957,0,72,21554,2,192,English,57750000,31115000,7,2.2
2012,Action|Comedy|Sport,Color,105,153,4000,828,491,6727,17000,154,74169,2,112,English,45290318,42000000,6.5,1.85
2002,Crime|Drama|Mystery|Thriller,Color,115,73,11000,3000,505,15571,893,114,30077,1,175,English,41543207,42000000,6.3,2.35
1996,Comedy|Drama|Romance,Color,122,0,12000,592,292,13716,0,27,11453,0,71,English,41252428,42000000,6.5,1.85
2002,Drama|Horror|Mystery|Thriller,Color,119,89,650,537,395,1651,0,166,63677,0,460,English,35228696,32000000,6.5,2.35
2009,Comedy,Color,81,119,468,442,412,2134,0,288,119622,1,396,English,59992760,42000000,5.8,1.85
1989,Action|Adventure|Thriller,Color,133,46,683,349,275,2371,0,117,74009,0,317,English,34667015,32000000,6.6,2.35
2011,Fantasy|Horror|Mystery|Thriller,Color,100,308,10000,2000,913,15369,20000,291,91151,2,283,English,37652565,42000000,5.4,2.35
2001,Action|Crime|Drama|Thriller,Color,120,17,22000,9000,808,33585,748,151,42547,1,265,English,24375436,42000000,6.1,2.35
1993,Adventure|Comedy|Family|Fantasy|Sci-Fi,Color,104,5,5000,922,687,7723,0,36,38203,0,290,English,20915465,42000000,4,1.85
2005,Crime|Drama|Thriller,Color,122,487,12000,43,16,12076,10000,168,248123,2,437,English,24127895,50000000,7.6,2.35
2002,Action|Adventure|History, Black and White,80,611,5000,643,576,6229,0,283,149414,4,841,Mandarin,84961,31000000,7.9,2.35
2012,Action|Comedy|Crime|Romance|Thriller,Color,91,30,922,786,497,3301,19000,127,34203,1,169,English,26404753,40000000,5.3,2.35
2014,Comedy,Color,112,133,11000,392,365,12239,50000,293,247020,4,835,English,6105175,44000000,6.6,2.35
2010,Action|Fantasy|Western,Color,100,19,624,489,433,2056,0,95,22309,1,102,English,5664251,45000000,6.3,2.35
,Comedy|War, Black and White,30,,870,284,253,1610,455,4,1558,1,18,English,,,7.5,4
2009,Action|Comedy|Crime,Color,105,0,1000,172,52,1342,0,213,24657,4,71,French,1260917,27000000,7.2,2.35
2002,Drama|Music,Color,110,161,1000,418,196,1954,0,119,187181,0,564,English,116724075,41000000,7,2.35
2015,Adventure|Animation|Comedy|Family,Color,101,326,326,152,6,488,161,9,590,0,5,French,,,4.9,
2001,Action|Adventure|Romance,Color,144,241,13000,3000,996,18761,0,167,137003,1,658,English,56083966,65000000,6.9,2.35
2003,Action|Comedy|Fantasy,Color,108,4,687,312,96,1134,505,98,29861,1,132,English,22108977,41000000,5.2,2.35
1999,Drama|Mystery|Thriller,Color,107,0,13000,3000,766,17540,14000,234,704766,0,2073,English,293501675,40000000,8.1,1.85
2012,Action|Crime|Thriller,Color,102,20,107,81,54,362,11000,258,125198,6,153,English,18600911,42000000,6.6,2.35
2011,Comedy,Color,100,64,734,574,296,2085,11000,108,34809,0,125,English,7204138,41000000,6.2,2.35
1984,Action|Drama|Family|Sport,Color,126,80,668,641,225,2004,0,81,126907,0,235,English,90800000,8000000,7.2,1.85
2013,Crime|Drama,Color,138,737,34000,23000,14000,83012,63000,538,358416,5,751,English,150117807,40000000,7.3,2.35
2009,Comedy|Drama|Romance,Color,108,98,16000,896,723,18656,10000,224,227824,1,273,English,163947053,40000000,6.7,2.35
1999,Crime|Mystery|Thriller,Color,105,78,984,489,298,2129,0,129,56646,0,336,English,116735231,70000000,6.4,2.35
1989,Adventure|Comedy|Sci-Fi,Color,108,0,1000,869,690,3660,12000,125,340085,0,327,English,118500000,40000000,7.8,1.85
2014,Action|Sci-Fi|Thriller,Color,89,0,19000,11000,903,32325,83000,433,327367,0,918,English,126546825,40000000,6.4,2.35
2015,Drama|Romance,Color,129,456,1000,935,716,4585,101000,362,220020,0,1360,English,166147885,40000000,4.1,2.35
2003,Action|Adventure|Comedy|Family|Sci-Fi,Color,84,0,13000,4000,2000,22935,681,93,40227,3,188,English,111760631,38000000,4.1,1.85
1996,Crime|Drama|Thriller,Color,149,541,18000,11000,1000,31349,0,71,99558,3,236,English,108706165,40000000,7.4,2.35
2003,Comedy|Family,Color,94,189,3000,2000,597,7014,0,104,75152,15,288,English,138614544,40000000,5.8,1.85
2013,Action|Biography|Drama|Thriller|War,Color,121,532,480,449,127,1261,58000,319,203963,0,420,English,125069696,40000000,7.6,2.35
1992,Comedy|Drama|Sport, Black and White,128,545,15000,923,251,16751,0,41,71754,3,166,English,107458785,40000000,7.2,2.35
2016,Horror|Mystery|Thriller,Color,134,0,1000,575,336,2676,40000,300,64989,0,279,English,102310175,40000000,7.8,2.35
2010,Biography|Drama,Color,120,21000,10000,349,81,10555,74000,556,479453,0,696,English,96917897,40000000,7.7,2.35
2009,Comedy|Drama|Romance,Color,129,42,97,50,49,318,12000,161,132048,7,203,English,93952276,40000000,6.4,2.35
2006,Comedy,Color,89,119,2000,869,807,5855,1000,151,93748,8,410,English,90703745,45000000,5.1,1.85
2000,Horror|Mystery,Color,116,0,287,157,71,600,0,212,98535,4,734,English,89138076,40000000,5.5,2.35
1990,Adventure|Comedy|Sci-Fi|Western,Color,118,0,1000,869,690,3986,0,111,283480,0,263,English,87666629,40000000,7.4,1.37
2015,Comedy|Crime,Color,107,164,8000,2000,723,12556,14000,173,85629,2,144,English,90353764,40000000,6,1.85
1992,Fantasy|Horror|Romance,Color,155,0,18000,12000,10000,42220,14000,181,143835,0,654,English,82522790,40000000,7.5,1.85
2009,Biography|Drama|Romance,Color,123,0,11000,935,923,13321,13000,252,79264,2,277,English,94125426,40000000,7,1.85
2013,Biography|Drama|Sport,Color,128,241,11000,3000,898,16911,28000,216,66511,0,200,English,95001343,40000000,7.5,2.35
1999,Crime|Drama|Thriller,Color,139,333,22000,13000,1000,36810,0,203,137891,1,696,English,81292135,40000000,7.3,1.85
2014,Comedy,Color,109,101,13000,899,839,16179,55000,218,97045,1,285,English,86208010,35000000,5.7,1.85
2006,Adventure|Drama|Family,Color,120,155,23000,984,249,24300,11000,118,48806,1,263,English,81593527,40000000,7.3,2.35
2015,Comedy|Drama,Color,121,278,22000,11000,808,36010,54000,241,130661,2,304,English,75274748,35000000,7.2,1.85
2016,Action|Comedy,Color,102,167,2000,874,655,5178,0,119,28621,0,58,English,90835030,40000000,5.9,2.35
1992,Action|Adventure|Drama|Romance|War,Color,117,0,855,363,322,2144,0,89,113068,1,382,English,72455275,40000000,7.8,2.35
2004,Biography|Drama|Music,Color,178,138,904,876,748,5074,0,209,110394,0,433,English,75305995,40000000,7.7,1.85
2005,Crime|Thriller, Black and White,147,436,3000,472,175,3924,13000,374,656640,1,1732,English,74098862,40000000,8.1,1.85
2008,Crime|Drama|Mystery|Thriller,Color,90,38,2000,897,882,6775,0,235,127528,4,422,English,72266306,40000000,6.6,2.35
2009,Comedy|Romance,Color,105,29,24000,4000,257,28928,0,215,166194,2,215,English,71347010,40000000,7.1,1.85
2001,Comedy|Drama|Fantasy|Romance,Color,114,101,700,655,398,2842,0,109,109445,2,426,English,70836296,40000000,5.9,1.85
1991,Drama|History|Thriller, Black and White,206,0,433,256,4,698,0,125,113472,1,442,English,70405498,40000000,8,2.35
2006,Comedy|Crime,Color,99,14,17000,826,633,19334,663,65,31968,0,82,English,70163652,40000000,4.6,1.85
2001,Adventure|Comedy|Crime|Romance,Color,123,563,24000,11000,8000,43917,2000,125,87351,0,344,English,66808615,34000000,6.1,2.35
2014,Biography|Drama|Sport|War,Color,137,11000,769,698,465,2938,35000,322,103589,0,351,English,115603980,65000000,7.2,2.35
2009,Comedy|Drama|Family|Fantasy|Romance,Color,102,23,2000,2000,651,7009,0,191,146899,1,185,English,64149837,20000000,6.4,2.35
2014,Comedy|Romance,Color,109,415,982,971,119,2357,16000,191,104481,2,189,English,83906114,40000000,6,2.35
2009,Horror,Color,82,160,164000,137000,748,303717,0,221,75345,0,290,English,66466372,40000000,5.2,2.35
2015,Drama|History|Thriller,Color,142,14000,15000,535,423,16944,55000,459,178118,0,355,English,72306065,40000000,7.6,2.35
2001,Action|Drama|Thriller|War,Color,106,212,578,563,389,2544,0,131,86902,2,411,English,59068786,40000000,6.4,2.35
2010,Comedy|Music,Color,114,89,836,719,177,2091,12000,222,147317,2,197,English,60923325,,6.4,1.85
